"","Zi","Yi","Ci","Di"
"987",78,57,0,1
"988",78,58,0,1
"989",59,57,0,1
"990",78,57,0,1
"991",69,57,0,1
"992",67,56,0,1
"993",78,56,0,1
"994",78,56,0,1
"995",76,55,0,1
"996",78,55,0,1
"997",57,55,0,1
"998",62,55,0,1
"999",66,54,0,1
"1000",78,54,0,1
"1001",78,54,0,1
"1002",78,54,0,1
"1003",76,54,0,1
"1004",78,54,0,1
"1005",64,53,0,1
"1006",67,53,0,1
"1007",69,58,0,1
"1008",60,57,0,1
"1009",78,57,0,1
"1010",77,57,0,1
"1011",75,57,0,1
"1012",60,56,0,1
"1013",78,56,0,1
"1014",78,56,0,1
"1015",78,56,0,1
"1016",78,55,0,1
"1017",78,55,0,1
"1018",78,55,0,1
"1019",78,54,0,1
"1020",71,53,0,1
"1021",78,53,0,1
"1022",78,52,0,1
"1023",69,58,0,1
"1024",78,58,0,1
"1025",60,58,0,1
"1026",69,58,0,1
"1027",72,57,0,1
"1028",70,57,0,1
"1029",64,56,0,1
"1030",72,56,0,1
"1031",78,56,0,1
"1032",58,56,0,1
"1033",75,56,0,1
"1034",78,55,0,1
"1035",78,55,0,1
"1036",78,51,0,1
"1037",78,51,0,1
"1038",78,51,0,1
"1039",78,51,0,1
"1040",78,51,0,1
"1041",78,51,0,1
"1042",69,51,0,1
"1043",66,51,0,1
"1044",57,51,0,1
"1045",54,51,0,1
"1046",78,51,0,1
"1047",54,51,0,1
"1048",73,51,0,1
"1049",58,51,0,1
"1050",78,51,0,1
"1051",68,51,0,1
"1052",78,51,0,1
"1053",65,51,0,1
"1054",78,51,0,1
"1055",78,51,0,1
"1056",70,50,0,1
"1057",78,50,0,1
"1058",78,50,0,1
"1059",78,50,0,1
"1060",54,50,0,1
"1061",78,50,0,1
"1062",77,50,0,1
"1063",67,50,0,1
"1064",78,50,0,1
"1065",78,50,0,1
"1066",63,50,0,1
"1067",78,50,0,1
"1068",64,50,0,1
"1069",78,50,0,1
"1070",52,50,0,1
"1071",68,50,0,1
"1072",78,50,0,1
"1073",61,50,0,1
"1074",78,50,0,1
"1075",78,50,0,1
"1076",78,50,0,1
"1077",60,50,0,1
"1078",78,50,0,1
"1079",72,50,0,1
"1080",78,50,0,1
"1081",59,50,0,1
"1082",61,50,0,1
"1083",78,50,0,1
"1084",71,50,0,1
"1085",73,50,0,1
"1086",78,50,0,1
"1087",78,49,0,1
"1088",60,49,0,1
"1089",77,49,0,1
"1090",70,49,0,1
"1091",62,49,0,1
"1092",75,49,0,1
"1093",55,49,0,1
"1094",67,49,0,1
"1095",53,49,0,1
"1096",78,49,0,1
"1097",52,49,0,1
"1098",65,49,0,1
"1099",77,49,0,1
"1100",58,49,0,1
"1101",52,48,0,1
"1102",69,49,0,1
"1103",64,48,0,1
"1104",62,48,0,1
"1105",77,48,0,1
"1106",50,48,0,1
"1107",53,48,0,1
"1108",78,48,0,1
"1109",75,48,0,1
"1110",78,48,0,1
"1111",74,48,0,1
"1112",66,48,0,1
"1113",78,48,0,1
"1114",71,48,0,1
"1115",78,48,0,1
"1116",72,48,0,1
"1117",49,48,0,1
"1118",75,48,0,1
"1119",78,48,0,1
"1120",67,48,0,1
"1121",65,48,0,1
"1122",78,48,0,1
"1123",67,48,0,1
"1124",72,48,0,1
"1125",71,48,0,1
"1126",77,48,0,1
"1127",65,48,0,1
"1128",65,48,0,1
"1129",62,48,0,1
"1130",60,48,0,1
"1131",72,48,0,1
"1132",61,48,0,1
"1133",55,47,0,1
"1134",59,47,0,1
"1135",55,47,0,1
"1136",53,47,0,1
"1137",60,47,0,1
"1138",78,47,0,1
"1139",69,47,0,1
"1140",52,47,0,1
"1141",76,47,0,1
"1142",49,47,0,1
"1143",64,47,0,1
"1144",61,46,0,1
"1145",77,47,0,1
"1146",54,46,0,1
"1147",78,46,0,1
"1148",64,46,0,1
"1149",78,46,0,1
"1150",75,46,0,1
"1151",60,46,0,1
"1152",78,46,0,1
"1153",66,46,0,1
"1154",58,46,0,1
"1155",78,46,0,1
"1156",58,46,0,1
"1157",69,46,0,1
"1158",78,46,0,1
"1159",74,46,0,1
"1160",78,46,0,1
"1161",75,46,0,1
"1162",78,46,0,1
"1163",62,47,0,1
"1164",64,46,0,1
"1165",63,45,0,1
"1166",78,46,0,1
"1167",78,62,0,1
"1168",68,62,0,1
"1169",75,62,0,1
"1170",64,62,0,1
"1171",64,62,0,1
"1172",78,61,0,1
"1173",64,61,0,1
"1174",78,61,0,1
"1175",78,60,0,1
"1176",69,59,0,1
"1177",65,59,0,1
"1178",78,66,0,1
"1179",78,65,0,1
"1180",78,65,0,1
"1181",78,65,0,1
"1182",76,64,0,1
"1183",78,64,0,1
"1184",78,64,0,1
"1185",78,64,0,1
"1186",73,64,0,1
"1187",78,64,0,1
"1188",77,59,0,1
"1189",69,59,0,1
"1190",78,59,0,1
"1191",78,66,0,1
"1192",74,65,0,1
"1193",77,65,0,1
"1194",75,65,0,1
"1195",78,65,0,1
"1196",78,65,0,1
"1197",75,65,0,1
"1198",78,64,0,1
"1199",76,63,0,1
"1200",75,63,0,1
"1201",78,62,0,1
